,Date,Event,Restoration Date,Restoration Time,Area,NERC,Disturbance,Loss,Affected Customers
121,2023-04-18 00:00:00,08:00:00,04/18/2023,08:01:00,Texas: Travis County;,TRE,Actual Physical Attack/Vandalism,0,0
122,2023-04-18 00:00:00,03:41:00,04/18/2023,04:00:00,Washington: King County;,WECC,Vandalism,0,0
123,2023-04-18 00:00:00,10:36:00,04/19/2023,11:08:00,South Dakota: Stanley County;,MRO,System Operations,4,1
124,2023-04-19 00:00:00,15:15:00,04/19/2023,15:59:00,Washington: Snohomish County;,WECC,Vandalism,0,0
125,2023-04-19 00:00:00,23:13:00,04/20/2023,17:24:00,Texas: Calhoun County;,TRE,Transmission Interruption,Unknown,Unknown
126,2023-04-21 00:00:00,06:02:00,Unknown,Unknown,California:,WECC,System Operations,0,0
127,2023-04-23 00:00:00,09:22:00,04/24/2023,17:49:00,Washington: Mason County;,WECC,System Operations,25,Unknown
128,2023-04-25 00:00:00,10:33:00,04/25/2023,15:43:00,Arizona: Maricopa County;,WECC,System Operations,0,0
129,2023-04-26 00:00:00,12:31:00,04/26/2023,14:15:00,Idaho: Bonner County;,WECC,Vandalism,0,0
130,2023-04-27 00:00:00,11:00:00,04/27/2023,11:14:00,Texas: Blanco County;,TRE,Vandalism,0,0
131,2023-04-27 00:00:00,04:01:00,04/28/2023,12:28:00,California: Stanislaus County;,WECC,Vandalism,0,0
132,2023-04-29 00:00:00,00:00:00,04/29/2023,20:00:00,"Texas: Hidalgo County, Cameron County, Willacy County, Starr County;",TRE,Severe Weather,Unknown,168419
133,2023-05-01 00:00:00,05:16:00,2023-05-01 00:00:00,09:31:00,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,Severe Weather,Unknown,54000
134,2023-05-02 00:00:00,10:00:00,2023-05-02 00:00:00,10:01:00,Texas:,TRE,Actual Physical Attack/Vandalism,0,0
135,2023-05-02 00:00:00,11:29:00,2023-05-02 00:00:00,15:36:00,Ohio: Kentucky:,RF/SERC,Suspicious Activity,0,0
136,2023-05-04 00:00:00,18:00:00,2023-05-04 00:00:00,18:01:00,Texas: San Patricio County;,TRE,Vandalism,0,0
137,2023-05-11 00:00:00,00:15:00,2023-05-18 00:00:00,09:27:00,Michigan: Eaton County;,RF ,Suspicious Activity,Unknown,378
138,2023-05-11 00:00:00,12:00:00,2023-05-11 00:00:00,12:01:00,Texas: Tarrant County;,TRE,Vandalism,0,0
139,2023-05-12 00:00:00,13:00:00,2023-05-12 00:00:00,23:00:00,Kentucky: Jefferson County;,SERC,Vandalism,0,0
140,2023-05-12 00:00:00,11:43:00,2023-05-12 00:00:00,12:00:00,New York: Broome County;,NPCC,Suspicious Activity,0,0
141,2023-05-13 00:00:00,07:25:00,2023-05-13 00:00:00,12:10:00,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,8,327
142,2023-05-13 00:00:00,06:27:00,2023-05-13 00:00:00,15:27:00,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,64,2
143,2023-05-13 00:00:00,05:27:00,Unknown,Unknown,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,166,327
144,2023-05-16 00:00:00,14:45:00,2023-05-16 00:00:00,15:10:00,Oregon: Multnomah County;,WECC,Suspicious Activity,0,0
145,2023-05-21 00:00:00,15:30:00,2023-05-21 00:00:00,15:40:00,Washington: Whatcom County;,WECC,Suspicious Activity,0,0
146,2023-05-22 00:00:00,15:39:00,2023-05-22 00:00:00,18:00:00,Florida: Putnam County;,SERC,Severe Weather,0,0
147,2023-05-23 00:00:00,14:00:00,Unknown,Unknown,North Dakota:,MRO,Vandalism,0,0
148,2023-05-24 00:00:00,07:45:00,2023-05-24 00:00:00,18:52:00,North Dakota:,MRO,Transmission Interruption,0,0
149,2023-05-24 00:00:00,09:16:00,Unknown,Unknown,Iowa: Minnesota:,MRO,System Operations,2200,Unknown
150,2023-05-26 00:00:00,07:41:00,2023-05-26 00:00:00,14:19:00,Georgia: Gwinnett County;,SERC,Vandalism,0,0
151,2023-05-28 00:00:00,09:15:00,2023-05-28 00:00:00,09:16:00,Alabama: Tuscaloosa County;,SERC,Actual Physical Attack/Vandalism,0,0
152,2023-05-30 00:00:00,08:00:00,2023-05-30 00:00:00,08:01:00,Massachusetts: Hampden County[13];,NPCC,Actual Physical Attack/Vandalism,0,0
153,2023-05-31 00:00:00,11:00:00,2023-05-31 00:00:00,23:48:00,Florida: Alachua County;,SERC,System Operations,0,0
154,2023-06-25 00:00:00,06:45:00,Unknown,Unknown,Tennessee,SERC,- Weather or natural disaster,Unknown,120000
155,2023-06-24 00:00:00,18:17:00,2023-06-24 00:00:00,23:25:00,Michigan,RF,- Vandalism - Theft,5,5200
156,2023-06-25 00:00:00,17:30:00,2023-06-26 00:00:00,15:31:00,"Georgia, Alabama",SERC,- Weather or natural disaster,Unknown,Unknown
157,2023-06-25 00:00:00,04:00:00,Unknown,Unknown,"Wisconsin, Michigan",MRO/RF,- Weather or natural disaster,175,70000
158,2023-06-25 00:00:00,19:00:00,Unknown,Unknown,Michigan,RF,- Weather or natural disaster,Unknown,Unknown
159,2023-06-27 00:00:00,13:43:00,2023-06-27 00:00:00,13:44:00,California,WECC,- Vandalism,0,0
160,2023-06-25 00:00:00,19:30:00,2023-06-26 00:00:00,17:45:00,"Arkansas, Mississippi",SERC,- Weather or natural disaster,Unknown,64732
161,2023-06-27 00:00:00,17:37:00,2023-06-27 00:00:00,21:30:00,"Washington, Idaho, Montana",WECC,- Failure at high voltage substation or switchyard,0,0
162,2023-06-29 00:00:00,15:42:00,Unknown,Unknown,Indiana,RF,- Weather or natural disaster,Unknown,140000
163,2023-06-28 00:00:00,11:01:00,2023-06-28 00:00:00,11:03:00,Georgia,SERC,- Vandalism - Theft,0,0
164,2023-06-22 00:00:00,02:30:00,2023-06-22 00:00:00,02:38:00,Louisiana,SERC,- Transmission equipment failure,17,6242
165,2023-06-20 00:00:00,17:48:00,2023-06-20 00:00:00,20:52:00,Louisiana,SERC,- Transmission equipment failure,0,0
166,2023-06-30 00:00:00,12:13:00,Unknown,Unknown,Connecticut,NPCC,- Unknown,0,0
